开始时间：,,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134
结束时间：,,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129
采样频率：,,200Hz,200Hz,200Hz,200Hz,200Hz,200Hz
数据长度：,,30000,30000,30000,30000,30000,30000
序列号:,,201119103,201119084,201119085,201119088,201119101,201119105
测点标签:,,1,9084,9085,9088,9101,9105
序号：,相对时间,波高(mm),波高(mm),波高(mm),波高(mm),波高(mm),波高(mm)
28953,144.7600,0.4424,6.7230,2.2193,2.3951,-3.6105,-5.6329
28954,144.7650,0.3577,6.7479,2.2293,2.4130,-3.6868,-5.7175
28955,144.7700,0.2740,6.7405,2.2555,2.4280,-3.7157,-5.7029
28956,144.7750,0.1975,6.7335,2.2974,2.4533,-3.7671,-5.7480
28957,144.7800,0.1209,6.7485,2.3694,2.4400,-3.8315,-5.7161
28958,144.7850,0.0007,6.7645,2.4200,2.4838,-3.8785,-5.7910
28959,144.7900,-0.0796,6.7458,2.4688,2.4835,-3.9538,-5.7694
28960,144.7950,-0.1416,6.7378,2.4932,2.4894,-3.9642,-5.8104
28961,144.8000,-0.2490,6.7325,2.5095,2.4890,-4.0408,-5.7939
28962,144.8050,-0.3381,6.7307,2.5320,2.5114,-4.0790,-5.8230
28963,144.8100,-0.4180,6.7403,2.5323,2.5254,-4.1264,-5.7922
28964,144.8150,-0.4885,6.7135,2.6258,2.5625,-4.1771,-5.8147
28965,144.8200,-0.5786,6.7074,2.6477,2.5625,-4.2251,-5.8206
28966,144.8250,-0.6433,6.7052,2.6768,2.5640,-4.2658,-5.7978
28967,144.8300,-0.7686,6.7169,2.7200,2.5800,-4.3198,-5.7811
28968,144.8350,-0.7995,6.7190,2.7490,2.5819,-4.3578,-5.7752
28969,144.8400,-0.9197,6.6435,2.7478,2.5745,-4.4004,-5.7670
28970,144.8450,-0.9848,6.6671,2.7741,2.5849,-4.4515,-5.7535
28971,144.8500,-1.0542,6.6712,2.7985,2.5836,-4.4720,-5.7371
28972,144.8550,-1.1314,6.6493,2.8197,2.5836,-4.5126,-5.7132
28973,144.8600,-1.2046,6.6306,2.8463,2.6056,-4.5459,-5.6710
28974,144.8650,-1.2632,6.6051,2.8691,2.5946,-4.6043,-5.6470
28975,144.8700,-1.3222,6.6042,2.8895,2.6248,-4.6164,-5.6303
28976,144.8750,-1.4119,6.5809,2.9038,2.6177,-4.6392,-5.6235
28977,144.8800,-1.5386,6.5640,2.9104,2.5826,-4.6610,-5.5544
28978,144.8850,-1.5779,6.5456,2.9339,2.6141,-4.6926,-5.5289
28979,144.8900,-1.6890,6.5290,2.9492,2.6229,-4.7289,-5.4877
28980,144.8950,-1.7588,6.5142,2.9939,2.6183,-4.7470,-5.4364
28981,144.9000,-1.8228,6.4737,3.0042,2.6277,-4.7665,-5.3946
28982,144.9050,-1.9204,6.4645,2.9945,2.6294,-4.8098,-5.3485
28983,144.9100,-1.9651,6.4197,3.0546,2.6014,-4.8286,-5.3158
28984,144.9150,-2.0264,6.4077,3.0758,2.6203,-4.8276,-5.2367
28985,144.9200,-2.0810,6.3589,3.0790,2.6372,-4.8572,-5.2191
28986,144.9250,-2.1328,6.3469,3.0496,2.6450,-4.8710,-5.1371
28987,144.9300,-2.1890,6.2907,3.0827,2.6407,-4.9032,-5.1137
28988,144.9350,-2.2564,6.2572,3.1074,2.6466,-4.9035,-5.0074
28989,144.9400,-2.2913,6.2074,3.1199,2.6232,-4.9509,-4.9974
28990,144.9450,-2.3814,6.1583,3.1196,2.6615,-4.9368,-4.9163
28991,144.9500,-2.4410,6.1390,3.1518,2.6424,-4.9573,-4.8829
28992,144.9550,-2.5312,6.1058,3.1665,2.6732,-4.9478,-4.7936
28993,144.9600,-2.6033,6.0392,3.1556,2.6589,-4.9529,-4.7685
28994,144.9650,-2.6389,5.9895,3.1797,2.6914,-4.9458,-4.6917
28995,144.9700,-2.7070,5.8746,3.1897,2.6826,-4.9791,-4.6516
28996,144.9750,-2.7703,5.8765,3.2031,2.6862,-4.9563,-4.5424
28997,144.9800,-2.8225,5.8071,3.2044,2.6836,-4.9505,-4.5028
28998,144.9850,-2.8757,5.7469,3.2244,2.6804,-4.9657,-4.4056
28999,144.9900,-2.9431,5.6726,3.2369,2.6742,-4.9432,-4.3927
29000,144.9950,-2.9959,5.6179,3.2347,2.7034,-4.9321,-4.2800
29001,145.0000,-3.0833,5.5237,3.2378,2.7008,-4.9012,-4.2384
29002,145.0050,-3.1033,5.4988,3.2447,2.6830,-4.9045,-4.1318
29003,145.0100,-3.1521,5.4254,3.2560,2.6797,-4.8703,-4.1031
29004,145.0150,-3.2259,5.3754,3.2653,2.6970,-4.8615,-3.9728
29005,145.0200,-3.2778,5.3345,3.2522,2.6768,-4.8370,-3.9154
29006,145.0250,-3.2845,5.2197,3.2588,2.6771,-4.7937,-3.7865
29007,145.0300,-3.3204,5.1303,3.2722,2.6846,-4.7534,-3.7695
29008,145.0350,-3.3767,5.0579,3.2838,2.6995,-4.7265,-3.6547
29009,145.0400,-3.4299,4.9642,3.2919,2.7177,-4.6802,-3.5956
29010,145.0450,-3.4993,4.8939,3.3016,2.6908,-4.6543,-3.5203
29011,145.0500,-3.5149,4.8015,3.2822,2.6901,-4.6117,-3.4251
29012,145.0550,-3.5464,4.7281,3.2885,2.7324,-4.5542,-3.3150
29013,145.0600,-3.5935,4.6259,3.2963,2.7103,-4.5170,-3.2503
29014,145.0650,-3.5972,4.5700,3.3016,2.7320,-4.4810,-3.1258
29015,145.0700,-3.6568,4.4352,3.3098,2.7395,-4.4212,-3.0403
29016,145.0750,-3.6633,4.3375,3.3379,2.7655,-4.3904,-2.9241
29017,145.0800,-3.6880,4.2421,3.3188,2.7453,-4.3642,-2.8406
29018,145.0850,-3.7029,4.0833,3.3141,2.7249,-4.3192,-2.7176
29019,145.0900,-3.7486,4.0446,3.2725,2.7466,-4.2517,-2.6257
29020,145.0950,-3.7605,3.9390,3.3176,2.7515,-4.1936,-2.5000
29021,145.1000,-3.7774,3.8131,3.3001,2.7187,-4.1378,-2.4283
29022,145.1050,-3.8167,3.7360,3.3201,2.7470,-4.0720,-2.2985
29023,145.1100,-3.8374,3.6412,3.3085,2.7307,-4.0196,-2.2127
29024,145.1150,-3.8245,3.5257,3.3223,2.6875,-3.9655,-2.0645
29025,145.1200,-3.8381,3.4370,3.3123,2.7216,-3.9162,-1.9968
29026,145.1250,-3.8723,3.3022,3.3182,2.7239,-3.8487,-1.8645
29027,145.1300,-3.8611,3.2184,3.3185,2.7515,-3.7812,-1.7594
29028,145.1350,-3.8293,3.1229,3.3345,2.7450,-3.7073,-1.6065
29029,145.1400,-3.8641,2.9773,3.3216,2.7138,-3.6619,-1.5464
29030,145.1450,-3.8855,2.8361,3.2941,2.7369,-3.5991,-1.3549
29031,145.1500,-3.8814,2.7090,3.3119,2.7285,-3.5262,-1.2512
29032,145.1550,-3.8845,2.6056,3.3126,2.7164,-3.4456,-1.0930
29033,145.1600,-3.8869,2.4560,3.3007,2.7249,-3.3936,-1.0034
29034,145.1650,-3.8645,2.3418,3.2822,2.7278,-3.3066,-0.8268
29035,145.1700,-3.8157,2.2237,3.2994,2.7119,-3.2283,-0.7460
29036,145.1750,-3.8452,2.0769,3.2785,2.7473,-3.1914,-0.5635
29037,145.1800,-3.8316,1.9390,3.2947,2.7385,-3.1306,-0.4634
29038,145.1850,-3.7954,1.8079,3.2688,2.7304,-3.0406,-0.2920
29039,145.1900,-3.7785,1.6338,3.2416,2.7408,-2.9479,-0.2106
29040,145.1950,-3.7778,1.5420,3.2335,2.7525,-2.8368,-0.0270
29041,145.2000,-3.7483,1.3800,3.2319,2.7265,-2.7683,0.0902
29042,145.2050,-3.7663,1.2406,3.2754,2.7064,-2.6917,0.2829
29043,145.2100,-3.7547,1.0904,3.2588,2.7051,-2.6155,0.3438
29044,145.2150,-3.7090,0.9544,3.2544,2.7008,-2.5275,0.4982
29045,145.2200,-3.6555,0.7822,3.2600,2.7265,-2.4502,0.6384
29046,145.2250,-3.6433,0.6591,3.2525,2.7307,-2.3656,0.8201
29047,145.2300,-3.6091,0.5249,3.2378,2.7463,-2.2719,0.9328
29048,145.2350,-3.5728,0.3306,3.2316,2.7496,-2.1701,1.1246
29049,145.2400,-3.5379,0.1786,3.2137,2.7548,-2.0650,1.2395
29050,145.2450,-3.5166,0.0516,3.2210,2.7548,-1.9629,1.4009
29051,145.2500,-3.4966,-0.0611,3.2028,2.6986,-1.8518,1.5104
29052,145.2550,-3.4251,-0.2082,3.1950,2.7401,-1.7628,1.6671
29053,145.2600,-3.3848,-0.3592,3.1887,2.7541,-1.6815,1.7632
29054,145.2650,-3.3672,-0.4986,3.1384,2.7216,-1.5730,1.9468
29055,145.2700,-3.3303,-0.6248,3.1368,2.6875,-1.4535,2.0411
29056,145.2750,-3.3049,-0.7525,3.1559,2.6778,-1.3450,2.2221
29057,145.2800,-3.2642,-0.8777,3.1281,2.6606,-1.2637,2.3598
29058,145.2850,-3.2374,-1.0208,3.1331,2.6573,-1.1593,2.4980
29059,145.2900,-3.1968,-1.1396,3.1196,2.6667,-1.0108,2.6017
29060,145.2950,-3.1433,-1.2231,3.0971,2.6628,-0.9040,2.7520
29061,145.3000,-3.0769,-1.3849,3.0724,2.6628,-0.7895,2.8721
29062,145.3050,-3.0383,-1.4852,3.0677,2.6654,-0.6817,3.0080
29063,145.3100,-2.9593,-1.6264,3.0427,2.6599,-0.5608,3.1002
29064,145.3150,-2.8970,-1.7244,3.0327,2.6781,-0.4036,3.2491
29065,145.3200,-2.8574,-1.8573,3.0230,2.6570,-0.2989,3.3205
29066,145.3250,-2.7832,-1.9432,2.9908,2.6713,-0.1934,3.4312
29067,145.3300,-2.7175,-2.0482,2.9817,2.6661,-0.0386,3.4702
29068,145.3350,-2.6619,-2.1458,2.9601,2.6502,0.0810,3.5941
29069,145.3400,-2.6030,-2.2714,2.9345,2.6144,0.2240,3.6512
29070,145.3450,-2.5095,-2.3752,2.8835,2.6151,0.3369,3.7625
29071,145.3500,-2.4793,-2.4743,2.8710,2.5917,0.4746,3.7898
29072,145.3550,-2.3757,-2.5657,2.8701,2.6219,0.6381,3.8838
29073,145.3600,-2.3350,-2.6435,2.8375,2.6157,0.7936,3.8862
29074,145.3650,-2.2761,-2.7202,2.8160,2.6238,0.8883,3.9793
29075,145.3700,-2.1965,-2.8123,2.7612,2.5917,0.9843,3.9740
29076,145.3750,-2.1416,-2.8697,2.7084,2.5901,1.1207,4.0473
29077,145.3800,-2.0623,-2.9709,2.6849,2.6021,1.2144,4.0452
29078,145.3850,-2.0180,-3.0437,2.7055,2.5647,1.3222,4.1079
29079,145.3900,-1.9675,-3.1352,2.6762,2.5819,1.4253,4.1407
29080,145.3950,-1.9295,-3.1825,2.6349,2.5868,1.6335,4.2145
29081,145.4000,-1.8689,-3.3148,2.5964,2.5693,1.7688,4.2063
29082,145.4050,-1.7910,-3.3805,2.5508,2.5423,1.9146,4.2485
29083,145.4100,-1.7500,-3.4370,2.5336,2.5485,2.0583,4.2403
29084,145.4150,-1.6328,-3.5085,2.4979,2.5443,2.2054,4.2968
29085,145.4200,-1.5617,-3.5705,2.4447,2.5134,2.3861,4.2836
29086,145.4250,-1.4627,-3.6693,2.3925,2.5228,2.4919,4.3580
29087,145.4300,-1.3808,-3.7258,2.3491,2.5088,2.6181,4.3484
29088,145.4350,-1.2574,-3.7842,2.3134,2.5082,2.7340,4.3959
29089,145.4400,-1.2077,-3.8753,2.2418,2.4903,2.8317,4.3735
29090,145.4450,-1.1406,-3.9397,2.2055,2.5053,2.9476,4.4436
29091,145.4500,-1.0955,-3.9916,2.1461,2.4647,3.0561,4.4011
29092,145.4550,-1.0136,-4.0708,2.0917,2.4812,3.1894,4.4869
29093,145.4600,-0.9475,-4.1270,2.0369,2.4578,3.2854,4.4541
29094,145.4650,-0.8662,-4.1644,1.9835,2.4757,3.4073,4.5065
29095,145.4700,-0.7507,-4.2623,1.9109,2.4474,3.5218,4.4696
29096,145.4750,-0.6860,-4.3099,1.8662,2.4338,3.6149,4.5209
29097,145.4800,-0.6402,-4.3857,1.8096,2.4026,3.6968,4.4828
29098,145.4850,-0.5501,-4.4011,1.7470,2.3932,3.7851,4.5490
29099,145.4900,-0.4529,-4.4732,1.6823,2.3643,3.9144,4.5142
29100,145.4950,-0.3601,-4.5638,1.6038,2.3653,3.9970,4.5567
29101,145.5000,-0.2846,-4.6264,1.5359,2.3302,4.0729,4.5502
29102,145.5050,-0.2165,-4.6672,1.4446,2.3084,4.1179,4.5991
29103,145.5100,-0.1118,-4.7167,1.3799,2.2870,4.1834,4.5816
29104,145.5150,-0.0251,-4.7694,1.2801,2.2866,4.2237,4.6363
29105,145.5200,0.0898,-4.8382,1.2141,2.2067,4.2787,4.5713
29106,145.5250,0.1683,-4.8775,1.1222,2.2028,4.3046,4.6264
29107,145.5300,0.2453,-4.9195,1.0515,2.1934,4.3466,4.5886
29108,145.5350,0.3259,-4.9551,0.9820,2.1609,4.3771,4.6504
29109,145.5400,0.4122,-5.0310,0.9051,2.1304,4.4027,4.6105
29110,145.5450,0.4932,-5.0724,0.8341,2.0826,4.4440,4.6545
29111,145.5500,0.6230,-5.0844,0.7613,2.0667,4.4648,4.6360
29112,145.5550,0.7185,-5.1338,0.6687,2.0310,4.5185,4.6958
29113,145.5600,0.7981,-5.1673,0.5930,1.9897,4.5158,4.6718
29114,145.5650,0.9221,-5.1697,0.5117,1.9325,4.5427,4.7113
29115,145.5700,1.0064,-5.2289,0.4188,1.9000,4.5786,4.6524
29116,145.5750,1.0986,-5.2621,0.3190,1.8978,4.6085,4.7289
29117,145.5800,1.1599,-5.2958,0.2042,1.8438,4.6119,4.6826
29118,145.5850,1.2392,-5.3309,0.1182,1.7886,4.6522,4.7131
29119,145.5900,1.3330,-5.3744,0.0316,1.7269,4.6613,4.6975
29120,145.5950,1.4177,-5.4088,-0.0769,1.7243,4.7086,4.7060
29121,145.6000,1.4851,-5.4321,-0.1858,1.6561,4.7261,4.6952
29122,145.6050,1.5962,-5.4232,-0.2909,1.6138,4.7274,4.7338
29123,145.6100,1.6548,-5.4775,-0.3966,1.5749,4.7556,4.6961
29124,145.6150,1.7307,-5.4548,-0.4973,1.5193,4.7946,4.7473
29125,145.6200,1.7784,-5.5033,-0.6086,1.4118,4.7882,4.7175
29126,145.6250,1.8669,-5.4960,-0.7200,1.3637,4.7849,4.7421
29127,145.6300,1.9245,-5.5224,-0.8122,1.2848,4.8255,4.7306
29128,145.6350,1.9804,-5.5429,-0.9261,1.1873,4.8396,4.7585
29129,145.6400,2.0335,-5.5653,-1.0262,1.0902,4.8493,4.6990
29130,145.6450,2.0827,-5.5644,-1.1541,0.9901,4.8610,4.7585
29131,145.6500,2.1362,-5.5411,-1.2470,0.8972,4.8624,4.7435
29132,145.6550,2.1988,-5.5623,-1.3605,0.7890,4.9101,4.7675
29133,145.6600,2.2348,-5.5841,-1.4697,0.6526,4.8929,4.7110
29134,145.6650,2.3127,-5.5798,-1.5860,0.5694,4.9020,4.7816
29135,145.6700,2.3554,-5.5795,-1.7108,0.4655,4.9084,4.7432
29136,145.6750,2.4370,-5.5610,-1.7943,0.3411,4.9353,4.7693
29137,145.6800,2.4675,-5.5798,-1.8897,0.2319,4.9138,4.7365
29138,145.6850,2.5457,-5.5822,-2.0039,0.0744,4.9262,4.7523
29139,145.6900,2.5809,-5.5810,-2.0987,-0.0338,4.9494,4.7362
29140,145.6950,2.6196,-5.5383,-2.2163,-0.1400,4.9598,4.7883
29141,145.7000,2.6477,-5.5598,-2.2960,-0.2537,4.9558,4.7318
29142,145.7050,2.6819,-5.5169,-2.3889,-0.3713,4.9658,4.7538
29143,145.7100,2.7293,-5.5165,-2.4881,-0.5084,4.9766,4.7315
29144,145.7150,2.7740,-5.4490,-2.5957,-0.5906,5.0008,4.7825
29145,145.7200,2.8469,-5.4853,-2.6748,-0.6926,5.0058,4.7251
29146,145.7250,2.8669,-5.4266,-2.7686,-0.7731,5.0156,4.7564
29147,145.7300,2.8967,-5.3886,-2.8747,-0.8816,5.0038,4.7301
29148,145.7350,2.9255,-5.3637,-2.9488,-0.9969,5.0071,4.7649
29149,145.7400,2.9729,-5.3520,-3.0198,-1.1272,5.0108,4.7330
29150,145.7450,3.0359,-5.3140,-3.0965,-1.2084,5.0179,4.7517
29151,145.7500,3.0633,-5.2600,-3.1553,-1.3188,4.9923,4.7242
29152,145.7550,3.0711,-5.2145,-3.2297,-1.4082,4.9870,4.7124
29153,145.7600,3.1138,-5.1826,-3.3004,-1.4903,5.0038,4.6993
29154,145.7650,3.1931,-5.1243,-3.3679,-1.5774,4.9964,4.7116
29155,145.7700,3.1768,-5.0712,-3.4596,-1.6583,5.0038,4.6741
29156,145.7750,3.2497,-5.0202,-3.4831,-1.7476,5.0098,4.7113
29157,145.7800,3.2202,-4.9966,-3.5431,-1.8376,5.0149,4.6858
29158,145.7850,3.2534,-4.9459,-3.6060,-1.9214,5.0085,4.7013
29159,145.7900,3.2818,-4.8502,-3.6679,-1.9750,5.0270,4.6679
29160,145.7950,3.3208,-4.7645,-3.7514,-2.0620,5.0320,4.7040
29161,145.8000,3.3350,-4.6948,-3.7568,-2.1432,5.0199,4.6539
29162,145.8050,3.3520,-4.6473,-3.7999,-2.1893,5.0159,4.6785
29163,145.8100,3.3577,-4.5708,-3.8706,-2.2611,5.0256,4.6486
29164,145.8150,3.3506,-4.4932,-3.9300,-2.3596,5.0250,4.6554
29165,145.8200,3.3886,-4.4278,-3.9738,-2.4222,5.0138,4.6073
29166,145.8250,3.4099,-4.3333,-4.0267,-2.4963,5.0098,4.6565
29167,145.8300,3.4295,-4.3026,-4.0599,-2.5031,4.9900,4.6108
29168,145.8350,3.4434,-4.2151,-4.1027,-2.5544,5.0055,4.6448
29169,145.8400,3.4502,-4.1399,-4.1365,-2.5834,4.9860,4.5994
29170,145.8450,3.4560,-4.0705,-4.1881,-2.6889,5.0028,4.5927
29171,145.8500,3.4716,-3.9732,-4.2282,-2.7360,4.9917,4.5865
29172,145.8550,3.4912,-3.8695,-4.2713,-2.7656,4.9937,4.5874
29173,145.8600,3.4973,-3.7838,-4.3098,-2.8120,4.9608,4.5581
29174,145.8650,3.4946,-3.6945,-4.3160,-2.8685,4.9776,4.5894
29175,145.8700,3.4865,-3.6276,-4.3598,-2.9023,4.9746,4.5487
29176,145.8750,3.5288,-3.5097,-4.3921,-2.9390,4.9917,4.5784
29177,145.8800,3.5410,-3.4247,-4.4024,-2.9653,4.9860,4.5118
29178,145.8850,3.5413,-3.3316,-4.4434,-2.9864,4.9658,4.5552
29179,145.8900,3.5295,-3.2531,-4.4521,-3.0212,4.9313,4.5309
29180,145.8950,3.5562,-3.1717,-4.4681,-3.0312,4.9467,4.5581
29181,145.9000,3.5603,-3.0508,-4.4615,-3.0832,4.9306,4.4846
29182,145.9050,3.5525,-3.0029,-4.5219,-3.0995,4.9339,4.5013
29183,145.9100,3.5606,-2.9007,-4.5497,-3.1137,4.9316,4.4535
29184,145.9150,3.5732,-2.7791,-4.5816,-3.1426,4.9195,4.4611
29185,145.9200,3.5874,-2.6895,-4.5569,-3.1332,4.9017,4.3993
29186,145.9250,3.5803,-2.6057,-4.5660,-3.1677,4.9000,4.4102
29187,145.9300,3.5891,-2.5047,-4.5557,-3.1703,4.8836,4.3396
29188,145.9350,3.6138,-2.3466,-4.5760,-3.1735,4.8627,4.3610
29189,145.9400,3.5945,-2.2195,-4.5685,-3.1508,4.8503,4.3132
29190,145.9450,3.5813,-2.1228,-4.5563,-3.1917,4.8423,4.3150
29191,145.9500,3.5782,-1.9690,-4.5600,-3.1871,4.8292,4.2681
29192,145.9550,3.5782,-1.8306,-4.5572,-3.2193,4.8255,4.2684
29193,145.9600,3.5708,-1.7213,-4.5635,-3.2206,4.8073,4.1972
29194,145.9650,3.5759,-1.5755,-4.5491,-3.2105,4.7754,4.1969
29195,145.9700,3.5938,-1.4189,-4.5441,-3.2060,4.7805,4.1249
29196,145.9750,3.6067,-1.3013,-4.5191,-3.2164,4.7580,4.1336
29197,145.9800,3.5769,-1.2040,-4.5106,-3.1920,4.7533,4.0563
29198,145.9850,3.5854,-1.0303,-4.4837,-3.1975,4.7227,4.0599
29199,145.9900,3.6192,-0.9090,-4.4743,-3.1875,4.6972,3.9301
29200,145.9950,3.5942,-0.7445,-4.4593,-3.1615,4.7113,3.8841
29201,146.0000,3.5999,-0.6014,-4.4255,-3.1618,4.6975,3.8035
29202,146.0050,3.6047,-0.4584,-4.4074,-3.1293,4.6653,3.7669
29203,146.0100,3.6223,-0.3083,-4.3614,-3.0962,4.6653,3.7057
29204,146.0150,3.6223,-0.2162,-4.3236,-3.0728,4.6284,3.6199
29205,146.0200,3.6176,-0.0660,-4.3004,-3.0861,4.5964,3.5405
29206,146.0250,3.6308,0.0454,-4.2757,-3.0536,4.5827,3.4462
29207,146.0300,3.6030,0.1707,-4.2275,-3.0127,4.5635,3.3847
29208,146.0350,3.6050,0.3745,-4.1772,-3.0056,4.5367,3.2581
29209,146.0400,3.6091,0.5154,-4.1281,-2.9637,4.5195,3.1849
29210,146.0450,3.6016,0.7116,-4.0796,-2.9653,4.4880,3.1257
29211,146.0500,3.6006,0.8878,-4.0483,-2.9309,4.4487,3.0022
29212,146.0550,3.5647,1.0858,-4.0145,-2.8874,4.4366,2.9360
29213,146.0600,3.5732,1.2270,-3.9701,-2.8175,4.3993,2.7828
29214,146.0650,3.5881,1.3765,-3.9235,-2.7902,4.3563,2.7005
29215,146.0700,3.5769,1.4963,-3.8825,-2.7399,4.3358,2.5250
29216,146.0750,3.6037,1.6351,-3.8419,-2.6678,4.2915,2.4527
29217,146.0800,3.5701,1.7505,-3.7674,-2.6580,4.2647,2.2619
29218,146.0850,3.5782,1.8705,-3.7248,-2.6009,4.2244,2.1717
29219,146.0900,3.5573,2.0075,-3.6833,-2.5531,4.1904,2.0393
29220,146.0950,3.5871,2.1776,-3.6057,-2.5005,4.1370,1.8955
29221,146.1000,3.5874,2.2832,-3.5491,-2.4398,4.0917,1.7318
29222,146.1050,3.5813,2.4222,-3.4987,-2.4011,4.0202,1.6191
29223,146.1100,3.5857,2.5577,-3.4214,-2.3609,3.9711,1.4371
29224,146.1150,3.5420,2.6697,-3.3554,-2.3271,3.9178,1.3127
29225,146.1200,3.5308,2.7815,-3.2998,-2.2517,3.8311,1.2078
29226,146.1250,3.5125,2.8690,-3.2494,-2.2153,3.7626,1.0315
29227,146.1300,3.5169,2.9746,-3.1690,-2.1315,3.6965,0.9255
29228,146.1350,3.5339,3.0704,-3.1190,-2.0325,3.6058,0.7565
29229,146.1400,3.5278,3.1564,-3.0326,-1.9675,3.5151,0.6297
29230,146.1450,3.5146,3.2586,-2.9688,-1.8957,3.4107,0.4683
29231,146.1500,3.5092,3.3946,-2.9138,-1.8626,3.3294,0.3520
29232,146.1550,3.5092,3.4729,-2.8462,-1.8074,3.2421,0.1783
29233,146.1600,3.4641,3.5622,-2.7465,-1.7388,3.1222,0.0313
29234,146.1650,3.4590,3.6403,-2.6545,-1.6888,3.0194,-0.0595
29235,146.1700,3.4268,3.7296,-2.5656,-1.6131,2.8925,-0.2376
29236,146.1750,3.4150,3.8245,-2.4815,-1.5258,2.8220,-0.3582
29237,146.1800,3.4272,3.8954,-2.3924,-1.4377,2.6981,-0.5348
29238,146.1850,3.4224,4.0102,-2.3273,-1.3880,2.6000,-0.6315
29239,146.1900,3.4011,4.0606,-2.2397,-1.3000,2.4811,-0.8069
29240,146.1950,3.3912,4.1807,-2.1440,-1.2003,2.3465,-0.9079
29241,146.2000,3.3686,4.2503,-2.0621,-1.1314,2.2330,-1.0479
29242,146.2050,3.3730,4.3421,-1.9814,-1.0288,2.1198,-1.1692
29243,146.2100,3.3777,4.4149,-1.8722,-0.9570,2.0130,-1.3245
29244,146.2150,3.3421,4.5036,-1.7890,-0.8771,1.8927,-1.4600
29245,146.2200,3.3459,4.5694,-1.7133,-0.8323,1.7681,-1.5915
29246,146.2250,3.3035,4.6507,-1.6323,-0.7377,1.6342,-1.7075
29247,146.2300,3.2568,4.7370,-1.5519,-0.6935,1.5112,-1.8106
29248,146.2350,3.2608,4.7901,-1.4634,-0.5919,1.3937,-1.9433
29249,146.2400,3.2419,4.8481,-1.3749,-0.4740,1.3077,-2.0361
29250,146.2450,3.2039,4.9540,-1.2789,-0.3869,1.2003,-2.1764
29251,146.2500,3.1870,5.0222,-1.2026,-0.2771,1.0679,-2.2452
29252,146.2550,3.1511,5.1113,-1.0994,-0.1553,0.9565,-2.3841
29253,146.2600,3.1274,5.1770,-1.0693,-0.0481,0.8490,-2.4874
29254,146.2650,3.1087,5.2139,-0.9652,0.0727,0.7130,-2.5884
29255,146.2700,3.0833,5.3010,-0.8351,0.1773,0.5948,-2.6845
29256,146.2750,3.0461,5.3646,-0.7634,0.2738,0.4886,-2.7818
29257,146.2800,3.0451,5.3821,-0.6812,0.3531,0.3637,-2.8927
29258,146.2850,2.9878,5.4610,-0.5758,0.4223,0.2415,-2.9970
29259,146.2900,2.9522,5.5062,-0.4926,0.4843,0.1706,-3.1226
29260,146.2950,2.9411,5.5439,-0.4116,0.5814,0.0427,-3.1616
29261,146.3000,2.8936,5.5995,-0.3118,0.6747,-0.0709,-3.3010
29262,146.3050,2.8774,5.6164,-0.2217,0.7497,-0.1746,-3.3850
29263,146.3100,2.8520,5.6655,-0.1345,0.8339,-0.2737,-3.4984
29264,146.3150,2.8120,5.7254,-0.0503,0.9251,-0.3711,-3.5663
29265,146.3200,2.7846,5.8089,0.0279,1.0158,-0.4708,-3.6858
29266,146.3250,2.7442,5.8172,0.1010,1.0999,-0.6075,-3.7429
29267,146.3300,2.6961,5.8617,0.1798,1.1779,-0.6851,-3.8334
29268,146.3350,2.6690,5.9194,0.2599,1.2351,-0.7962,-3.9493
29269,146.3400,2.5881,5.9581,0.3500,1.3094,-0.9051,-3.9816
29270,146.3450,2.5782,6.0134,0.4022,1.3916,-1.0263,-4.1186
29271,146.3500,2.5420,6.0503,0.4751,1.4663,-1.1425,-4.1441
29272,146.3550,2.5461,6.1145,0.5664,1.5365,-1.2096,-4.2490
29273,146.3600,2.4820,6.1089,0.6102,1.5914,-1.3013,-4.2961
29274,146.3650,2.4360,6.1605,0.6921,1.6103,-1.3960,-4.4091
29275,146.3700,2.3516,6.1866,0.6799,1.6522,-1.4750,-4.4539
29276,146.3750,2.3137,6.2025,0.8038,1.6872,-1.5603,-4.5535
29277,146.3800,2.2364,6.2296,0.8529,1.6915,-1.6493,-4.6100
29278,146.3850,2.2070,6.2624,0.9023,1.7418,-1.7560,-4.6683
29279,146.3900,2.1552,6.2953,0.9464,1.8055,-1.8239,-4.7412
29280,146.3950,2.0742,6.3512,1.0274,1.8286,-1.9092,-4.7685
29281,146.4000,2.0420,6.3665,1.0878,1.8208,-2.0022,-4.8490
29282,146.4050,1.9580,6.3764,1.1366,1.8679,-2.0852,-4.9070
29283,146.4100,1.9075,6.4279,1.1969,1.9160,-2.1816,-4.9969
29284,146.4150,1.8533,6.4964,1.2679,1.9913,-2.2659,-5.0381
29285,146.4200,1.7774,6.5204,1.3073,2.0186,-2.3337,-5.1298
29286,146.4250,1.7029,6.5194,1.3805,2.0498,-2.4358,-5.1392
29287,146.4300,1.6050,6.5314,1.4558,2.0998,-2.5050,-5.2180
29288,146.4350,1.5379,6.5539,1.5103,2.1580,-2.5896,-5.2499
