开始时间：,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061
结束时间：,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056
采样频率：,200Hz,200Hz,200Hz,200Hz,200Hz,200Hz
数据长度：,30000,30000,30000,30000,30000,30000
序列号:,201119103,201119084,201119085,201119088,201119101,201119105
测点标签:,1,9084,9085,9088,9101,9105
序号：,波高(mm),波高(mm),波高(mm),波高(mm),波高(mm),波高(mm)
25537,-5.2252,-3.9455,-2.6726,0.1939,1.6925,3.6185
25538,-5.1334,-4.0799,-2.8687,0.0442,1.5327,3.6147
25539,-5.0352,-4.1484,-3.0736,-0.1231,1.3722,3.5742
25540,-4.9244,-4.2457,-3.2838,-0.2979,1.1821,3.6165
25541,-4.8221,-4.3347,-3.4395,-0.4639,1.0306,3.5672
25542,-4.7168,-4.3970,-3.6500,-0.6351,0.8503,3.6032
25543,-4.6256,-4.4654,-3.7889,-0.7787,0.6501,3.5511
25544,-4.5037,-4.4977,-3.9491,-0.9294,0.4433,3.5763
25545,-4.3946,-4.5526,-4.1342,-1.0577,0.2646,3.5344
25546,-4.2615,-4.5975,-4.2916,-1.2240,0.0718,3.5699
25547,-4.1212,-4.6508,-4.4555,-1.3881,-0.1236,3.5218
25548,-3.9871,-4.6972,-4.6115,-1.5492,-0.3100,3.5329
25549,-3.8079,-4.7150,-4.7386,-1.7025,-0.5082,3.4899
25550,-3.6284,-4.7712,-4.8643,-1.8402,-0.7536,3.4615
25551,-3.4671,-4.8120,-5.0051,-1.9718,-0.9498,3.4746
25552,-3.2706,-4.8249,-5.1374,-2.0943,-1.1288,3.4275
25553,-3.1165,-4.8126,-5.2681,-2.2118,-1.3142,3.4202
25554,-2.8889,-4.8280,-5.3754,-2.3385,-1.4952,3.3586
25555,-2.7093,-4.8262,-5.4862,-2.5058,-1.7108,3.3730
25556,-2.5698,-4.7917,-5.5716,-2.6110,-1.9233,3.2960
25557,-2.4238,-4.7580,-5.6867,-2.7091,-2.0708,3.2989
25558,-2.2049,-4.7120,-5.7411,-2.8439,-2.2773,3.2043
25559,-2.0596,-4.6745,-5.8356,-2.9625,-2.4133,3.1952
25560,-1.8719,-4.6334,-5.8853,-3.0294,-2.6044,3.0702
25561,-1.6734,-4.5661,-5.9720,-3.1356,-2.7663,3.0857
25562,-1.5057,-4.5232,-6.0439,-3.2519,-2.9097,2.9456
25563,-1.3970,-4.4569,-6.1002,-3.3695,-3.0716,2.9123
25564,-1.2358,-4.3859,-6.1406,-3.4500,-3.2207,2.7834
25565,-1.0586,-4.3098,-6.1853,-3.5403,-3.3352,2.7210
25566,-0.8750,-4.2165,-6.2144,-3.6046,-3.4618,2.5666
25567,-0.7212,-4.1220,-6.2463,-3.6930,-3.6119,2.4876
25568,-0.5041,-4.0195,-6.2873,-3.7547,-3.7275,2.3007
25569,-0.2961,-3.8872,-6.2779,-3.8342,-3.8356,2.1648
25570,-0.1067,-3.7770,-6.2807,-3.8904,-3.9501,2.0034
25571,0.0579,-3.6628,-6.2945,-3.9492,-4.0650,1.8057
25572,0.2195,-3.5547,-6.2516,-3.9824,-4.1704,1.6668
25573,0.4035,-3.4495,-6.2063,-4.0278,-4.3041,1.4360
25574,0.5590,-3.3140,-6.1456,-4.0613,-4.4042,1.2565
25575,0.7480,-3.1907,-6.1015,-4.1110,-4.4925,0.9949
25576,0.8757,-3.0835,-6.0508,-4.1311,-4.5916,0.8546
25577,1.0722,-2.9424,-5.9779,-4.1750,-4.6722,0.5594
25578,1.2205,-2.7901,-5.8916,-4.1912,-4.7541,0.3965
25579,1.3892,-2.6467,-5.7912,-4.2480,-4.8384,0.1535
25580,1.5224,-2.5359,-5.7008,-4.2685,-4.8972,-0.0284
25581,1.6399,-2.3745,-5.6085,-4.2289,-4.9929,-0.2566
25582,1.7673,-2.2492,-5.5174,-4.2019,-5.0305,-0.5208
25583,1.8937,-2.0411,-5.4086,-4.2234,-5.0805,-0.6986
25584,1.9980,-1.8968,-5.2860,-4.2256,-5.1571,-0.9642
25585,2.1040,-1.6822,-5.1343,-4.1980,-5.1786,-1.0992
25586,2.1714,-1.4698,-4.9694,-4.1389,-5.2239,-1.3528
25587,2.2494,-1.2595,-4.8380,-4.0775,-5.2716,-1.5418
25588,2.3317,-1.0796,-4.6801,-4.0331,-5.3079,-1.7675
25589,2.4214,-0.8497,-4.5327,-3.9622,-5.3307,-1.9617
25590,2.4624,-0.6235,-4.3694,-3.8807,-5.3475,-2.1577
25591,2.5468,-0.4650,-4.2056,-3.8148,-5.3637,-2.3738
25592,2.6003,-0.2992,-4.0726,-3.7235,-5.3569,-2.5129
25593,2.6430,-0.0825,-3.8900,-3.6140,-5.3653,-2.7551
25594,2.7094,0.0931,-3.6926,-3.5130,-5.3593,-2.8722
25595,2.7866,0.2530,-3.4586,-3.4315,-5.3462,-3.1121
25596,2.8357,0.4240,-3.2675,-3.3266,-5.3590,-3.1999
25597,2.8635,0.6389,-3.0454,-3.2002,-5.3009,-3.4088
25598,2.9007,0.8934,-2.8343,-3.0654,-5.2616,-3.5013
25599,2.9377,1.1363,-2.6435,-2.9693,-5.1951,-3.6764
25600,2.9773,1.3933,-2.4299,-2.8439,-5.1346,-3.8014
25601,3.0173,1.6520,-2.2291,-2.7296,-5.0402,-3.9453
25602,3.0322,1.9023,-2.0179,-2.6087,-4.9519,-4.0961
25603,3.0573,2.1657,-1.7771,-2.4587,-4.8663,-4.1772
25604,3.0468,2.3603,-1.5635,-2.3197,-4.7602,-4.3541
25605,3.0911,2.5464,-1.3571,-2.1680,-4.6628,-4.4048
25606,3.1050,2.7626,-1.1510,-2.0143,-4.5133,-4.5892
25607,3.1288,2.9741,-0.9746,-1.8367,-4.4354,-4.6086
25608,3.1464,3.1574,-0.7938,-1.6700,-4.3246,-4.7494
25609,3.1606,3.3588,-0.5842,-1.5128,-4.2362,-4.8531
25610,3.1657,3.4988,-0.3813,-1.3715,-4.0646,-4.9342
25611,3.2209,3.6142,-0.2290,-1.1753,-3.9756,-5.0077
25612,3.2182,3.7868,-0.0454,-1.0239,-3.8198,-5.0545
25613,3.2022,3.9216,0.1038,-0.8381,-3.7429,-5.1761
25614,3.2243,4.0493,0.2520,-0.6523,-3.5602,-5.2027
25615,3.2564,4.1988,0.3859,-0.4590,-3.3990,-5.3035
25616,3.2606,4.3742,0.5220,-0.2872,-3.2264,-5.2663
25617,3.2622,4.5111,0.6249,-0.1121,-3.0887,-5.3284
25618,3.2802,4.6886,0.7490,0.0188,-2.9164,-5.3509
25619,3.2612,4.7923,0.8422,0.2160,-2.7898,-5.3530
25620,3.2744,4.8958,0.9586,0.3671,-2.6178,-5.4007
25621,3.2538,5.0235,1.1180,0.5058,-2.4053,-5.3559
25622,3.2697,5.1243,1.2325,0.6396,-2.1843,-5.4147
25623,3.2924,5.2612,1.3169,0.7650,-2.0268,-5.3489
25624,3.2795,5.4003,1.4079,0.9001,-1.8558,-5.3905
25625,3.2988,5.5370,1.4817,1.0051,-1.6395,-5.3017
25626,3.2826,5.6174,1.5796,1.1311,-1.4152,-5.2619
25627,3.2802,5.7116,1.6713,1.2182,-1.2097,-5.2525
25628,3.2927,5.7604,1.7107,1.3400,-0.9588,-5.1608
25629,3.2819,5.8661,1.7666,1.4570,-0.7600,-5.1310
25630,3.2730,5.9564,1.8158,1.5122,-0.5209,-5.0068
25631,3.2703,6.0242,1.8686,1.6181,-0.3191,-4.9606
25632,3.2666,6.0863,1.9440,1.6772,-0.1115,-4.8575
25633,3.2660,6.1507,1.9452,1.7376,0.0745,-4.7532
25634,3.2765,6.2137,2.0350,1.8033,0.3106,-4.7277
25635,3.2724,6.2555,2.0822,1.8351,0.5282,-4.6083
25636,3.2480,6.3074,2.1382,1.8913,0.7281,-4.5339
25637,3.2737,6.3783,2.1792,1.9163,0.9165,-4.3889
25638,3.2748,6.4142,2.2048,1.9462,1.0877,-4.2712
25639,3.2934,6.4609,2.2498,1.9709,1.2620,-4.1505
25640,3.2690,6.5057,2.2858,1.9995,1.4376,-4.0709
25641,3.2643,6.5238,2.3168,2.0427,1.6224,-3.9321
25642,3.2399,6.5769,2.3552,2.0706,1.8218,-3.8425
25643,3.2446,6.6058,2.3549,2.0778,2.0099,-3.6509
25644,3.2402,6.6279,2.3943,2.0976,2.1583,-3.5282
25645,3.2382,6.6335,2.4118,2.1103,2.3121,-3.3470
25646,3.2161,6.6657,2.4350,2.1554,2.4878,-3.2444
25647,3.2236,6.6841,2.4397,2.1359,2.6063,-3.0626
25648,3.1802,6.6881,2.4516,2.1600,2.7554,-2.9516
25649,3.1823,6.6946,2.4703,2.1727,2.8756,-2.7349
25650,3.1653,6.6918,2.4969,2.1831,3.0029,-2.6321
25651,3.1457,6.6968,2.5219,2.1798,3.0815,-2.4089
25652,3.1135,6.7090,2.5222,2.1895,3.1853,-2.3219
25653,3.0756,6.7268,2.5075,2.1993,3.2591,-2.1035
25654,3.0952,6.7096,2.5325,2.2110,3.3690,-1.9890
25655,3.0624,6.6979,2.5357,2.1801,3.4338,-1.7760
25656,3.0485,6.6875,2.5206,2.2149,3.4798,-1.6548
25657,2.9834,6.6519,2.5300,2.2123,3.5389,-1.3929
25658,2.9746,6.6482,2.5544,2.2260,3.5835,-1.3030
25659,2.9462,6.6553,2.5507,2.2458,3.6131,-1.0476
25660,2.8892,6.6371,2.5551,2.2389,3.6447,-0.9574
25661,2.8371,6.6279,2.5729,2.2347,3.6957,-0.6865
25662,2.8018,6.5653,2.5707,2.2938,3.7229,-0.5480
25663,2.7602,6.5226,2.5488,2.2604,3.7733,-0.3099
25664,2.7060,6.5082,2.5729,2.2721,3.7881,-0.1989
25665,2.6396,6.4415,2.5698,2.2857,3.8263,0.0307
25666,2.5691,6.4050,2.5669,2.2945,3.8532,0.0987
25667,2.4916,6.3823,2.5500,2.2701,3.8824,0.3638
25668,2.4397,6.3092,2.5694,2.2857,3.9207,0.4745
25669,2.3418,6.2622,2.5798,2.2656,3.9412,0.7366
25670,2.2582,6.2085,2.5500,2.2721,3.9422,0.8675
25671,2.1592,6.1348,2.5682,2.2630,3.9546,1.0828
25672,2.0396,6.0853,2.5557,2.2925,3.9774,1.1771
25673,1.9343,5.9972,2.5541,2.2880,3.9966,1.4390
25674,1.7958,5.9512,2.5698,2.3020,4.0084,1.5722
25675,1.6416,5.8594,2.5363,2.3088,4.0288,1.7717
25676,1.5190,5.7801,2.5960,2.3166,4.0366,1.8742
25677,1.3567,5.6853,2.5532,2.3137,4.0322,2.0863
25678,1.1931,5.5802,2.5344,2.2948,4.0453,2.1803
25679,1.0258,5.4881,2.5551,2.2984,4.0708,2.3672
25680,0.8245,5.3905,2.5616,2.2932,4.0534,2.4372
25681,0.6318,5.3091,2.5341,2.3123,4.0574,2.6129
25682,0.4350,5.2170,2.5304,2.3039,4.0581,2.6554
25683,0.2344,5.0975,2.5066,2.2753,4.0577,2.7921
25684,0.0200,4.9840,2.4975,2.2825,4.0587,2.8185
25685,-0.1419,4.8516,2.4822,2.2990,4.0594,2.9506
25686,-0.3316,4.6981,2.4787,2.2789,4.0581,2.9705
25687,-0.5545,4.5774,2.4656,2.2734,4.0557,3.0722
25688,-0.7852,4.4410,2.4516,2.2883,4.0702,3.0778
25689,-0.9620,4.2823,2.4553,2.2711,4.0698,3.1823
25690,-1.1541,4.1331,2.4409,2.2799,4.0483,3.2025
25691,-1.3123,3.9805,2.4109,2.2847,4.0628,3.2670
25692,-1.4620,3.8304,2.3793,2.2669,4.0550,3.2588
25693,-1.6375,3.6922,2.3584,2.2561,4.0520,3.3179
25694,-1.8313,3.5243,2.3405,2.2708,4.0567,3.3077
25695,-2.0261,3.3401,2.2939,2.2396,4.0517,3.3835
25696,-2.2029,3.1997,2.2880,2.2230,4.0413,3.3478
25697,-2.4170,3.0002,2.2508,2.2435,4.0500,3.4357
25698,-2.5850,2.7874,2.2320,2.2295,4.0198,3.4155
25699,-2.7801,2.5418,2.1989,2.2035,4.0167,3.4662
25700,-2.9492,2.3760,2.1432,2.2068,3.9862,3.4436
25701,-3.1057,2.1334,2.0953,2.1817,3.9889,3.5136
25702,-3.2964,1.9130,2.0466,2.1717,3.9942,3.4928
25703,-3.4596,1.6981,2.0028,2.1603,3.9651,3.5233
25704,-3.6321,1.4715,1.9399,2.1983,3.9298,3.5215
25705,-3.8164,1.2446,1.8967,2.1740,3.9194,3.5637
25706,-3.9658,1.0199,1.8354,2.1671,3.9264,3.5432
25707,-4.1290,0.7802,1.7820,2.1418,3.9133,3.5886
25708,-4.2723,0.5800,1.7088,2.1259,3.8693,3.5623
25709,-4.3865,0.3804,1.6294,2.0973,3.8693,3.5953
25710,-4.5440,0.2008,1.5627,2.1100,3.8576,3.5687
25711,-4.6453,0.0037,1.4617,2.0794,3.8099,3.5941
25712,-4.7405,-0.1934,1.3441,2.0446,3.7897,3.5789
25713,-4.8343,-0.3849,1.2344,2.0300,3.7703,3.6199
25714,-4.9119,-0.6369,1.1068,2.0248,3.7279,3.5778
25715,-5.0196,-0.8079,0.9736,1.9962,3.7014,3.6050
25716,-5.0992,-1.0081,0.8466,1.9910,3.6937,3.5892
25717,-5.1758,-1.2475,0.6790,1.9572,3.6531,3.6097
25718,-5.2323,-1.4139,0.5176,1.9491,3.6279,3.5991
25719,-5.2991,-1.5938,0.3743,1.8835,3.5627,3.6009
